,Link,Tweet,Tanggal,Like,Comment
60,https://twitter.com/AzzrielAzaryahu/status/1758056578719346914#m,VIDEO: Bocoran Kabinet Prabowo-Gibran Usai Menang Pemilu 2024 versi Quick Count | Enamplus - Liputan6.com dlvr.it/T2ms5l #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan,"Feb 15, 2024 · 9:12 AM UTC",0,0
61,https://twitter.com/halkyonn/status/1757784060498432107#m,TPS 040 Sukawening Kec Ciwidey Kab Bandung Prabowo 134 jadi 634 ( offside 500 )  https://pemilu2024.kpu.go.id/pilpres/hitung-suara/32/3204/320439/3204392007/3204392007006,"Feb 14, 2024 · 3:09 PM UTC",511,31
62,https://twitter.com/Mbul_02/status/1758056705085391000#m,"Coba deh baca dr awal.. Yg tone deaf itu siapa? N anggaplah laskar trisakti tdk mendukung tpi Postingan @Miduk17 ""Yang menculik anakmu diangkat oleh teman-teman saya seusia anakmu dulu kini diangkat jadi presiden"" Seakan"" Kslahan besar Prabowo mnjdi presiden","Feb 15, 2024 · 9:12 AM UTC",0,0
63,https://twitter.com/AzhareAkiba/status/1758056576148246804#m,VIDEO: Bocoran Kabinet Prabowo-Gibran Usai Menang Pemilu 2024 versi Quick Count | Enamplus - Liputan6.com dlvr.it/T2ms5Z #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan,"Feb 15, 2024 · 9:12 AM UTC",0,0
64,https://twitter.com/ulil/status/1757759419780362515#m,"Saya senang dg nada pidato politik Prabowo dan Gibran di Istora Senayan malam ini. Semangatnya merangkul semua presiden sebelumnya, terutama SBY. Bahkan SBY disebut scr empatik. Gus Dur juga disebut.   Semangat seperti ini penting. Karena 10 tahun kemaren semangatnya “lain”.","Feb 14, 2024 · 1:31 PM UTC",463,47
65,https://twitter.com/Arie_Kriting/status/1757977970176925817#m,"Ini bukan perang. Pendukung 02 bukan musuh.  Dulu jaman Pak Ahok kalah dari Pak Anies juga kita lanjut aja jalan kehidupan. Kita yang dukung Pak Ahok baik-baik saja tuh. Jaman Pak Jokowi menang, pendukung Pak Prabowo juga baik-baik saja tuh.  Gak usah terlalu berlebihan. ☺️🙏🏽","Feb 15, 2024 · 3:59 AM UTC",594,65
66,https://twitter.com/t3maram/status/1758056702241571013#m,"Di sekitarku banyak yg nonton, emang visi misi anis bagus tp bagi mereka anis cuma pintar ngomong aja, mana liat anis nyerang prabowo terus.","Feb 15, 2024 · 9:12 AM UTC",0,0
67,https://twitter.com/S4n9_P3n99u94t/status/1757701046724665379#m,AMIN MENANG DI TPS 16 PANGKALAN MASUR MEDAN JOHOR MEDAN...  ANIES : 99 Suara PRABOWO : 44 Suara GANJAR : 5 Suara  #14Feb2024AniesPresiden #14Feb2024AniesPresiden  🆘🆗,"Feb 14, 2024 · 9:39 AM UTC",745,16
68,https://twitter.com/Herlina_Muachhh/status/1758056575980503475#m,VIDEO: Bocoran Kabinet Prabowo-Gibran Usai Menang Pemilu 2024 versi Quick Count | Enamplus - Liputan6.com dlvr.it/T2ms5n #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan,"Feb 15, 2024 · 9:12 AM UTC",0,0
69,https://twitter.com/tirta_cipeng/status/1757742554098057559#m,"Cuma info.  (Calon) pemenang pilpres paslon 02 (pak prabowo + mas gibran)  (Calon) pemenang pileg DPR =  PDIP bahkan suara PKB, nasdem dan PKS juga tergolong tinggi  Bakal seru ini kalo ke 4 partai ini stay oposisi.  🤣","Feb 14, 2024 · 12:24 PM UTC",29693,1569
70,https://twitter.com/saya_fikrii/status/1757712669614993672#m,"tapi gue sebagai warga sumbar merasa bangga karena sumbar tidak pernah jebol oleh jokowi (2014, 2019) bahkan 2024 melalui prabowo pun tetap tidak jebol.","Feb 14, 2024 · 10:25 AM UTC",1812,94
71,https://twitter.com/MichelAdam7__/status/1757931950160159167#m,"""Orang menang tapi sombong itu jumowo. Orang kalah tapi nrimo itu legowo. Orang kalah tapi ngaku menang itu namanya Prabowo.""  Yang ngomong Miftah, orangnya Pak Prabowo sekarang hahaha . .   #KPUBiangCurangBrutal #KPUBiangCurangBrutal","Feb 15, 2024 · 12:56 AM UTC",335,23
