,Link,Tweet,Tanggal,Like,Comment
54,https://twitter.com/OposisiCerdas/status/1757753669246992396#m,"TPN Ganjar-Mahfud: Di Madura Satu Kampung, Suara Sudah Dicoblos 02 https://www.oposisicerdas.com/2024/02/tpn-ganjar-mahfud-di-madura-satu.html","Feb 14, 2024 · 1:08 PM UTC",945,11
55,https://twitter.com/meliflueslr/status/1758057475843256507#m,"makanya nnton yutub mas, ada tu desak anies, slepet imin, malmingan ganjar, tabrak prof","Feb 15, 2024 · 9:15 AM UTC",0,0
56,https://twitter.com/ulfamaudy/status/1758057469207826747#m,Iki pak ganjar ngomong opo?,"Feb 15, 2024 · 9:15 AM UTC",0,0
57,https://twitter.com/fffttyyyyyy/status/1758057461620289833#m,ganjar selalu energetic dan ekspresif😄😄😄,"Feb 15, 2024 · 9:15 AM UTC",0,0
58,https://twitter.com/kompascom/status/1758057459011477810#m,"Kris Dayanti tak menyesal sudah mendukung Ganjar dan Mahfud MD, meski hasil hitung cepat, paslon nomor 3 itu tertinggal dari paslon 1 dan paslon 2. dlvr.it/T2msYy","Feb 15, 2024 · 9:15 AM UTC",2,0
59,https://twitter.com/haritzbagus/status/1758057426258194870#m,Feed IG-nya pak Ganjar mantep juga nih. Bisa rapi gitu ya.,"Feb 15, 2024 · 9:15 AM UTC",0,0
60,https://twitter.com/JatimDkgGanjar/status/1758057413033545737#m,Hooh tenan,"Feb 15, 2024 · 9:15 AM UTC",0,0
61,https://twitter.com/eugene29791894/status/1758057386005369004#m,duhhh makin kasian sama Anis & Ganjar 😂😂,"Feb 15, 2024 · 9:15 AM UTC",1,0
62,https://twitter.com/The_RedsIndo/status/1757707541449191923#m,"He rides ‘kemuakan masyarakat pada PDIP’ really well to beat Ganjar. Counter semua gagasan Anies dengan branding joget dan gemoy ke Prabowo.  Plus jualan kesedihan dan branding patriot sejati ketika Prabowo dimasak berkali-kali di debat capres. Yang mana, itu lebih masuk di kepala grassroot.  Mr. Widodo with his political masterpiece 🫡👏","Feb 14, 2024 · 10:05 AM UTC",20831,653
63,https://twitter.com/riksayuda/status/1758057088469876886#m,Bangsa Indonesia lebih memilih pemimpin penjahat dan pemimpin bodoh,"Feb 15, 2024 · 9:14 AM UTC",0,1
64,https://twitter.com/jonih_57/status/1758057360504004978#m,Berarti 2024 PDIP gak punya tokoh berpengaruh? Masa Pak Ganjar cuma dapat 17% suara. Miris banget,"Feb 15, 2024 · 9:15 AM UTC",0,0
65,https://twitter.com/JokoHQ/status/1757721711368380819#m,"Kalau mau cari siapa yg disalahin utk kecilnya suara Ganjar, saya akan bebankan kesalahan ke pihak2 ini, mulai dr yg salahnya plg berat.   1. Megawati 2. Yunarto 3. Buzzer2 di twitter 4. Ganjar 5. Hasto 6. Ahok 7. Guntur 8. Mahfud","Feb 14, 2024 · 11:01 AM UTC",11082,664
66,https://twitter.com/teddysan007/status/1758057336923726215#m,Ini ganjar masih di tolak sama pdip sampai acara2 pdip di jateng tidak di undang,"Feb 15, 2024 · 9:15 AM UTC",0,0
67,https://twitter.com/GATRA_com/status/1758057327385874752#m,"Meski Curigai Ada Kecurangan, Ganjar dan TPN Sepakat Tunggu Real Count KPU  https://www.gatra.com/news-592816-pemilu-2024-meski-curigai-ada-kecurangan-ganjar-dan-tpn-sepakat-tunggu-real-count-kpu.html","Feb 15, 2024 · 9:15 AM UTC",0,0
68,https://twitter.com/safiraarrifai/status/1757765239322673168#m,"TPS PEJATEN TIMUR, PASAR MINGGU JAKARTA SELATAN, ANIES UNGGUL DISUSUL PRABOWO DAN GANJAR PALING SEDIKIT ANGKANYA. SAYA MENYAKSIKAN DAN MENGAWAL JALANNYA PERHITUNGAN SURAT SUARA, SAYA AKAN UPLOAD SELURUH FOTO DARI MASING” TPS DI PEJATEN TIMUR TEMPAT TINGGAL SAYA. TUNGGU!","Feb 14, 2024 · 1:54 PM UTC",399,13
69,https://twitter.com/irwanyangmana/status/1757660089903898649#m,"Anies menang 6 suara daripada prabowo, ganjar hanya memperoleh 35 suara. Total suara sah adalah 249 suara tidak sah 2. Berapa perolehan suara anies?","Feb 14, 2024 · 6:56 AM UTC",1,0
70,https://twitter.com/K4ZUHOT/status/1758057283836330050#m,Baru tau pak ganjar tinggi 😭,"Feb 15, 2024 · 9:14 AM UTC",0,0
71,https://twitter.com/JatimDkgGanjar/status/1758057277217743321#m,Ini terjadi disini dan di daerah ibuku juga,"Feb 15, 2024 · 9:14 AM UTC",1,0
72,https://twitter.com/SherlockGantan/status/1757716215475183799#m,"Just a reminder bahwa rakyat Indonesia memenangkan Prabowo-Gibran bukan karena mereka suka Prabowo, tapi karena ingin keberlanjutan Jokowi.  Ketika tahun lalu Jokowi dipersepsikan dukung Ganjar, Ganjar lah yang diprediksi akan menang.  Jokowi dukung Anies pun, Anies akan menang.","Feb 14, 2024 · 10:39 AM UTC",22123,646
73,https://twitter.com/Bond00788/status/1758057252970549723#m,"Puan emang ga diajuin sebelum ganjar? Mega emang ga mau maju sebelum jkw? Puan, mega itu elektabilitasnya rendah makanya naikin jkw, ganjar. Klo menyiapkan kader secara murni ya trah soekarno jgn pake ikutan test the water 🤣🤣.","Feb 15, 2024 · 9:14 AM UTC",0,0
74,https://twitter.com/Opiniku95098012/status/1757750527365091537#m,Ada apa kemenangan @PDI_Perjuangan tidak berkolerasi dg Perolehan Suara   Capres Ganjar-Mahfud...?,"Feb 14, 2024 · 12:55 PM UTC",538,228
75,https://twitter.com/michan_aja13/status/1758057227460694304#m,"Cari aja sndiri di google, bnyak. Yg pertama ngajuin undang2 rubah usia juga si puan, karena mau Gibran jadi wakilnya ganjar","Feb 15, 2024 · 9:14 AM UTC",0,0
76,https://twitter.com/Miduk17/status/1757833428714860697#m,"""Jangan pernah berhenti karena LELAH, berhentilah ketika sudah SAMPAI,""  Ganjar Pranowo, anak kandung Reformasi","Feb 14, 2024 · 6:25 PM UTC",801,64
77,https://twitter.com/cihuahuwa/status/1758057170690797740#m,ganjar cocok jadi presiden new york.,"Feb 15, 2024 · 9:14 AM UTC",0,0
78,https://twitter.com/SahabatSaber/status/1757942061318414525#m,"Untuk para pendukung pak Ganjar Mahfud..  Konferensi pers dari pak Arjad Rasjid.. Tetap tenang, tenang, tenang.. Kita tunggu pengumuman resmi, kita juga kumpulkan bukti karena kita ingin demokrasi jujur, rakyat yang menang. https://nitter.adminforge.de/_riverheaven/status/1757729633334972710/video/1 .","Feb 15, 2024 · 1:37 AM UTC",154,1
79,https://twitter.com/Gullit141414/status/1758057140928069925#m,"Dik Alam, tetap tegar dan semangat, seperti ayahmu.. Saya mengenal (dr jauh) sosok mas Ganjar sejak belio masih di DPR RI, saya sdh merasakan aura kepemimpinan belio dan hati kecil saya mengatakan belio suatu saat akan memimpin bangsa ini.. Salam sehat utk anda berdua..","Feb 15, 2024 · 9:14 AM UTC",0,0
80,https://twitter.com/kompascom/status/1758057129184051376#m,Capres nomor urut 3 Ganjar Pranowo berjanji akan menghormati dan mengikuti hasil Pemilu 2024 yang nantinya diputuskan KPU. dlvr.it/T2msNH,"Feb 15, 2024 · 9:14 AM UTC",0,0
81,https://twitter.com/Beritasatu/status/1758057123509092817#m,"Kalah di Kandang Banteng, Ganjar Akui Ada Anomali dengan Suara PDIP https://www.beritasatu.com/bersatu-kawal-pemilu/2799846/kalah-di-kandang-banteng-ganjar-akui-ada-anomali-dengan-suara-pdip?utm_source=dlvr.it&utm_medium=twitter #beritasatu #news #berita","Feb 15, 2024 · 9:14 AM UTC",0,0
82,https://twitter.com/turmajinew22/status/1758057123177722221#m,"PDI-P juara, Ganjar nyungsep, mission complete puan","Feb 15, 2024 · 9:14 AM UTC",0,0
83,https://twitter.com/Arie_Kriting/status/1757800898838094189#m,Lumayan juga merasakan pemilu di negara ini.  1999 : Dukung PDI-P meskipun gak nyoblos. Presiden masih dipilih MPR-DPR.  2004 : Dukung  SBY.  2009 : Dukung  Jusuf Kalla.  2014 : Dukung Jokowi.  2019 : Dukung Jokowi.  2023 : Dukung Ganjar.  Karena hak pilih itu karunia. ☺️👍🏽🇮🇩,"Feb 14, 2024 · 4:16 PM UTC",8528,546
84,https://twitter.com/rendi078/status/1758017378938720520#m,"Udah jagoannya kalah, sekarang lanjut mencaci partai. Emang mental bullying dari 01 dan 03 itu dahsyat ya. 😂😂😂😂. Ga mw bahas kenapa ganjar bisa ndlosor ke 16 persen dari 30 persen. Bisa jadi rekor dunia tuh 🤭🤭. Ato kok bisa suara capres dan partai sama. Ups 😂😂.","Feb 15, 2024 · 6:36 AM UTC",12,5
